15075,AFFIRMATION SOI,affirmation soi,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,assertivité$comportement assertif,,15066 EFFICACITE PERSONNELLE,,,,Employé pour les formations d'entraînement à l'expression de son point de vue ou de ses intérêts.,,413 Développement des capacités comportementales et relationnelles,,15075 AFFIRMATION SOI,,A0A0A6A0
15067,CARTE HEURISTIQUE,carte heuristique,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,carte mentale$mind map$mind mapping,,15066 EFFICACITE PERSONNELLE,,,"Outil d'usage personnel ou collectif, utile à la prise de notes, la recherche d'idées, l'élaboration d'un plan, l'apprentissage, la révision, la mémorisation, l'oral, la valorisation des idées ou d'une présentation.",Employé pour les formations à l'élaboration de cartes heuristiques afin d'améliorer son efficacité personnelle.,,412 Développement des capacités mentales et apprentissages de base,,15067 CARTE HEURISTIQUE,,A0A0A6A1
15098,CREATIVITE PERSONNELLE,créativité personnelle,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,brainstorming,,15066 EFFICACITE PERSONNELLE,,,,Employé pour les formations d'aide au développement des facultés imaginatives.,,412 Développement des capacités mentales et apprentissages de base,,15098 CREATIVITE PERSONNELLE,,A0A0A6A2
15096,DEVELOPPEMENT MEMOIRE,développement mémoire,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,amélioration mémoire$mémorisation$travail mémoire,,15066 EFFICACITE PERSONNELLE,,,,Employé pour les formations qui tendent à améliorer les performances de la mémoire.,,412 Développement des capacités mentales et apprentissages de base,,15096 DEVELOPPEMENT MEMOIRE,,A0A0A6A3
15020,EVALUATION PERSONNALITE,évaluation personnalité,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,MBTI$Myers Briggs type indicator$PCM$process communication management,,15066 EFFICACITE PERSONNELLE,,33092 EVALUATION PERSONNEL,,"Employé pour les formations aux différents outils, méthodes, systèmes d'évaluation et d'étude de la personnalité et de la connaissance de soi. Ne pas confondre avec ÉVALUATION PERSONNEL 33092.",,413 Développement des capacités comportementales et relationnelles,,15020 EVALUATION PERSONNALITE,,A0A0A6A4
15097,GESTION STRESS,gestion stress,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,burn out$épuisement professionnel$lutte contre stress$résistance stress$syndrome épuisement professionnel,,15066 EFFICACITE PERSONNELLE,,42876 RISQUE PSYCHOSOCIAL,,Employé pour les formations qui ont pour but la reconnaissance des facteurs du stress et les moyens de les dépasser.,,413 Développement des capacités comportementales et relationnelles,,15097 GESTION STRESS,,A0A0A6A5
15068,GESTION TEMPS,gestion temps,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,gestion priorités,,15066 EFFICACITE PERSONNELLE,,32068 COORDINATION TRAVAIL$31637 ORGANISATION TRAVAIL,Technique permettant d'accroître la maîtrise de son temps et de mieux gérer son travail personnel.,Ne pas confondre avec ORGANISATION TRAVAIL 31637.,,414 Développement des capacités individuelles d'organisation,,15068 GESTION TEMPS,,A0A0A6A6
15078,INTELLIGENCE EMOTIONNELLE,intelligence émotionnelle,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15066 EFFICACITE PERSONNELLE,,,"Capacité à gérer intelligemment ses émotions et sentiments, ainsi que ceux des autres.","Employé pour les formations destinées aux personnes désirant apprendre à connaître et maîtriser leurs émotions, mieux comprendre leurs réactions et celles des autres, développer leurs aptitudes émotionnelles.",,413 Développement des capacités comportementales et relationnelles,,15078 INTELLIGENCE EMOTIONNELLE,,A0A0A6A7
15036,LECTURE RAPIDE,lecture rapide,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,lecture dynamique$lecture sélective$méthode Richaudeau,,15066 EFFICACITE PERSONNELLE,,,"Acquisition de méthodes de visualisation et de mémorisation d'un texte pour une lecture active, aisée, organisée et performante.",,,412 Développement des capacités mentales et apprentissages de base,,15036 LECTURE RAPIDE,,A0A0A6A8
15069,ORGANISATION PERSONNELLE,organisation personnelle,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15066 EFFICACITE PERSONNELLE,,,,"Employé pour les formations visant à améliorer l'organisation de son travail ou de ses tâches personnelles. Pour les formations spécifiques à la gestion du temps et des priorités, employer GESTION TEMPS 15068.",,414 Développement des capacités individuelles d'organisation,,15069 ORGANISATION PERSONNELLE,,A0A0A6A9
15089,RAISONNEMENT LOGIQUE,raisonnement logique,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15066 EFFICACITE PERSONNELLE,,44571 EDUCABILITE COGNITIVE,,"Employé pour les formations visant à développer sa capacité individuelle de raisonnement logique ; pour les formations destinées aux formateurs, employer ÉDUCABILITÉ COGNITIVE 44571 ou l'un de ses spécifiques.",,412 Développement des capacités mentales et apprentissages de base,,15089 RAISONNEMENT LOGIQUE,,A0A0A6B0
15099,RESOLUTION PROBLEME,résolution problème,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,analyse problème,,15066 EFFICACITE PERSONNELLE,,,Technique facilitant la prise de décision par l'acquisition d'une méthode de raisonnement intégrant la pensée créatrice et logique afin d'analyser les problèmes.,,,412 Développement des capacités mentales et apprentissages de base,,15099 RESOLUTION PROBLEME,,A0A0A6B1
15079,VALORISATION IMAGE DE SOI,valorisation image de soi,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,conseil image de soi$image personnelle$image professionnelle$look$marketing personnel$marque personnelle$marque professionnelle$personal branding$professional branding$relooking,conseiller image personnelle$consultant personal branding$personal brander,15066 EFFICACITE PERSONNELLE,,46208 E-REPUTATION,,"Employé pour les formations à l'amélioration de son image personnelle ou professionnelle (attitude, gestes, voix, style, vêtements, etc.). Également employé pour la formation des conseillers dans ces domaines. Pour les formations à la gestion et au contrôle de son image sur internet, employer E-RÉPUTATION 46208.",,413 Développement des capacités comportementales et relationnelles,E1103 Communication,15079 VALORISATION IMAGE DE SOI,,A0A0A6B2
15091,GESTION CARRIERE PERSONNELLE,gestion carrière personnelle,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,changement professionnel$évolution carrière senior$évolution professionnelle$outplacement,,15054 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,33072 INTEGRATION SALARIE$44508 PLAN DEVELOPPEMENT COMPETENCES$44595 TECHNIQUE ORIENTATION PROFESSIONNELLE,,"Employé pour les formations destinées aux personnes en situation d'emploi souhaitant organiser ou mieux vivre leur évolution professionnelle ; pour les formations destinées aux services ressources humaines, employer GESTION PRÉVISIONNELLE EMPLOIS COMPÉTENCES 33091.",,"415 Développement des capacités d'orientation, d'insertion ou de réinsertion sociales et professionnelles",,15091 GESTION CARRIERE PERSONNELLE,,A0A0A7
15041,MISE A NIVEAU,mise à niveau,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,formation de base$perfectionnement de base$savoirs de base,,15054 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,15030 CALCUL MISE A NIVEAU$15040 FRANCAIS MISE A NIVEAU$15050 MISE A NIVEAU TECHNOLOGIQUE,,,"Employé pour les formations pluridisciplinaires de base ; pour les formations de mise à niveau spécifique à une matière, employer un descripteur plus précis.",,412 Développement des capacités mentales et apprentissages de base,,15041 MISE A NIVEAU,,A0A0A8
15030,CALCUL MISE A NIVEAU,calcul mise à niveau,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15041 MISE A NIVEAU,,11083 MATHEMATIQUES MISE A NIVEAU,,"Employé pour les formations de remise à niveau des connaissances élémentaires en calcul notamment les quatre opérations de base ; sinon, employer MATHÉMATIQUES MISE À NIVEAU 11083.",,412 Développement des capacités mentales et apprentissages de base,,15030 CALCUL MISE A NIVEAU,,A0A0A8A0
15040,FRANCAIS MISE A NIVEAU,français mise à niveau,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,grammaire$orthographe$perfectionnement français$révision français$syntaxe,,15041 MISE A NIVEAU,,,,"Employé pour les formations à l'amélioration de l'orthographe et des connaissances de base en grammaire et conjugaison, en vue de la maîtrise du français écrit et oral.",,412 Développement des capacités mentales et apprentissages de base,,15040 FRANCAIS MISE A NIVEAU,,A0A0A8A1
15050,MISE A NIVEAU TECHNOLOGIQUE,mise à niveau technologique,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,utilisation smartphone$utilisation tablette numérique$utilisation tablette tactile,,15041 MISE A NIVEAU,15051 DECOUVERTE ORDINATEUR,46271 SENSIBILISATION INTERNET,,Employé pour les formations à l'adaptation aux nouvelles technologies.,,412 Développement des capacités mentales et apprentissages de base,,15050 MISE A NIVEAU TECHNOLOGIQUE,,A0A0A8A2
15051,DECOUVERTE ORDINATEUR,découverte ordinateur,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,découverte informatique$découverte Mac$découverte PC$familiarisation informatique$familiarisation ordinateur$sensibilisation informatique$sensibilisation ordinateur,,15050 MISE A NIVEAU TECHNOLOGIQUE,15052 BUREAUTIQUE,46271 SENSIBILISATION INTERNET,,"Employé pour les formations permettant de se familiariser avec le matériel (souris, clavier, tour, etc.) et l'environnement informatiques (commandes de base, emplacement des éléments, fonctionnement, installations, etc.) quel que soit la marque ou le système d'exploitation.",,412 Développement des capacités mentales et apprentissages de base,,31056 DECOUVERTE ORDINATEUR,,A0A0A8A2A0
15052,BUREAUTIQUE,bureautique,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,bureautique initiation,,15051 DECOUVERTE ORDINATEUR,,31081 GESTION PARC INFORMATIQUE$46271 SENSIBILISATION INTERNET,,"Employé pour les formations destinées aux utilisateurs non informaticiens souhaitant acquérir des connaissances générales en bureautique ; pour les formations préparant aux fonctions de secrétaire ou assistant, employer SECRÉTARIAT ASSISTANAT 35054 ; pour l'apprentissage d'un logiciel particulier, se reporter à la liste LOGICIELS/OUTILS/APPLICATIONS/SERVICES 700 ; pour les formations permettant de se familiariser avec le matériel et l'environnement informatiques, employer DÉCOUVERTE ORDINATEUR 15051.",,412 Développement des capacités mentales et apprentissages de base,,35066 BUREAUTIQUE,,A0A0A8A2A0A0
15084,PREPARATION ENTREE FORMATION,préparation entrée formation,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,préformation$préqualification,,15054 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,Formation ayant pour but la remise à niveau nécessaire à l'accès à une autre formation.,,,410 Spécialités concernant plusieurs capacités,,15084 PREPARATION ENTREE FORMATION,,A0A0A9
15073,PREPARATION EXAMEN CONCOURS,préparation examen concours,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,préparation examen bancaire,,15054 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,15094 PREPARATION ENTREE GRANDE ECOLE$15093 PREPARATION ENTREE UNIVERSITE,42814 GENDARMERIE$42837 POLICE$42880 POMPIER$43409 PREPARATION CONCOURS PARAMEDICAL$44002 PREPARATION CONCOURS SOCIAL$13030 PREPARATION EXAMEN CONCOURS FONCTION PUBLIQUE,,"Employé pour toutes les préparations d'examen ou concours à l'exception de celles créées dans les secteurs (exemples : paramédical, social, sécurité...).",,410 Spécialités concernant plusieurs capacités,,15073 PREPARATION EXAMEN CONCOURS,,A0A0B0
15094,PREPARATION ENTREE GRANDE ECOLE,préparation entrée grande école,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15073 PREPARATION EXAMEN CONCOURS,,,,,,410 Spécialités concernant plusieurs capacités,,15094 PREPARATION ENTREE GRANDE ECOLE,,A0A0B0A0
15093,PREPARATION ENTREE UNIVERSITE,préparation entrée université,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15073 PREPARATION EXAMEN CONCOURS,,,,Employé pour les formations sanctionnées par le DAEU (diplôme daccès aux études universitaires).,,410 Spécialités concernant plusieurs capacités,,15093 PREPARATION ENTREE UNIVERSITE,,A0A0B0A1
15048,PREPARATION RETRAITE,préparation retraite,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15054 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,33004 RETRAITE,,Employé pour les formations destinées aux personnes désirant se préparer à la retraite.,,"415 Développement des capacités d'orientation, d'insertion ou de réinsertion sociales et professionnelles",,15048 PREPARATION RETRAITE,,A0A0B1
15064,PREPARATION VAE,préparation VAE,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,démarche VAE,,15054 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,44591 CONSEIL ACCOMPAGNEMENT VAE,,"Employé pour les formations des personnes engagées dans une démarche de VAE. Pour les formations destinées aux professionnels de l'accompagnement à la VAE, employer CONSEIL ACCOMPAGNEMENT VAE 44591.",,"415 Développement des capacités d'orientation, d'insertion ou de réinsertion sociales et professionnelles",,15064 PREPARATION VAE,,A0A0B2
15034,RELATION INTERPERSONNELLE,relation interpersonnelle,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,communication non violente$méthode Thomas Gordon$relation humaine$relation personnelle$savoir-vivre,,15054 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,15004 COMMUNICATION PROFESSIONNELLE$15044 ECOUTE ACTIVE$15007 EXPRESSION CORPORELLE$15011 EXPRESSION ECRITE$15012 EXPRESSION ORALE$15005 METHODOLOGIE NEGOCIATION$15013 PNL$15006 RELATION INTERCULTURELLE,14498 ANALYSE TRANSACTIONNELLE,,"Employé pour les formations destinées aux individus souhaitant développer leur capacité relationnelle ; pour les formations aux relations en situation d'encadrement, employer ENCADREMENT MANAGEMENT 32154 ou ses spécifiques.",,413 Développement des capacités comportementales et relationnelles,,15034 RELATION INTERPERSONNELLE,,A0A0B3
15004,COMMUNICATION PROFESSIONNELLE,communication professionnelle,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,entretien communication$préparation entretien évaluation$préparation entretien professionnel,,15034 RELATION INTERPERSONNELLE,,33001 CONDUITE ENTRETIEN$33083 CONDUITE ENTRETIEN EVALUATION$33002 CONDUITE ENTRETIEN PROFESSIONNEL$32102 CONDUITE REUNION,,"Employé pour les formations permettant de mieux communiquer dans la vie professionnelle (entretiens, etc.) ; pour les formations à un entretien pour une recherche d'emploi, employer TECHNIQUE RECHERCHE EMPLOI 15070.",,413 Développement des capacités comportementales et relationnelles,,15004 COMMUNICATION PROFESSIONNELLE,,A0A0B3A0
15044,ECOUTE ACTIVE,écoute active,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15034 RELATION INTERPERSONNELLE,,44020 ECOUTE SOCIALE,L'écoute active consiste à mettre en mots les émotions et les sentiments exprimés de manière tacite ou implicite par l'interlocuteur.,,,413 Développement des capacités comportementales et relationnelles,,15044 ECOUTE ACTIVE,,A0A0B3A1
15007,EXPRESSION CORPORELLE,expression corporelle,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,communication non verbale$expression gestuelle$expression non verbale$langage corporel,,15034 RELATION INTERPERSONNELLE,,45071 DANSE$45002 MIME$14447 THERAPIE CORPORELLE,,"Employé pour les formations destinées aux personnes souhaitant développer leur langage corporel afin de le mettre au service de leur communication verbale ; pour les formations concernant l'expression corporelle en tant qu'outil thérapeutique, employer THÉRAPIE CORPORELLE 14447.",,413 Développement des capacités comportementales et relationnelles,,15007 EXPRESSION CORPORELLE,,A0A0B3A2
15011,EXPRESSION ECRITE,expression écrite,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,écrit professionnel$méthode situation problème résolution informations$méthode SPRI$technique rédactionnelle,,15034 RELATION INTERPERSONNELLE,15021 ATELIER ECRITURE$15018 ECRIVAIN PUBLIC$15001 PRISE NOTES$15010 RAPPORT$15000 SYNTHESE,35093 CORRESPONDANCE PROFESSIONNELLE$46203 REDACTION MESSAGE ELECTRONIQUE,,Employé pour les formations de perfectionnement à l'écrit professionnel et personnel. Ne pas confondre avec FRANÇAIS MISE À NIVEAU 15040 ou CORRESPONDANCE PROFESSIONNELLE 35093.,,412 Développement des capacités mentales et apprentissages de base,"E1102 Ecriture d'ouvrages, de livres",15011 EXPRESSION ECRITE,,A0A0B3A3
15021,ATELIER ECRITURE,atelier écriture,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,écriture artistique,,15011 EXPRESSION ECRITE,,,,"Employé pour les formations à tous les types d'ateliers d'écriture (organisés aussi bien dans un but littéraire que thérapeutique ou dans un but d'aide à la réinsertion). Pour les formations destinées aux formateurs ou animateurs d'ateliers d'écriture, employer FORMATION FORMATEUR SPÉCIALISÉ 44587.",,412 Développement des capacités mentales et apprentissages de base,"E1102 Ecriture d'ouvrages, de livres",15021 ATELIER ECRITURE,,A0A0B3A3A0
15018,ECRIVAIN PUBLIC,écrivain public,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15011 EXPRESSION ECRITE,,,"Professionnel de l'écriture, l'écrivain public est capable de rédiger toutes sortes d'écrits (courriers personnels ou administratifs, curriculum vitae, discours, faire-part, récits de vie, témoignages, etc.) pour le compte de publics très divers appartenant à toutes les professions et à tous les milieux sociaux.",,,412 Développement des capacités mentales et apprentissages de base,"E1102 Ecriture d'ouvrages, de livres",15018 ECRIVAIN PUBLIC,,A0A0B3A3A1
15001,PRISE NOTES,prise notes,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,compte rendu,,15011 EXPRESSION ECRITE,,,,"Employé pour les formations au développement des capacités à prendre des notes et à les reformuler, le plus souvent dans le but de rédiger un compte rendu. Ne pas confondre avec STÉNOGRAPHIE 35021 ou ÉCRITURE ABRÉGÉE 35041.",,412 Développement des capacités mentales et apprentissages de base,,15001 PRISE NOTES,,A0A0B3A3A2
15010,RAPPORT,rapport,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,,,15011 EXPRESSION ECRITE,,,Document écrit présentant des arguments pour aider à prendre des décisions.,,,412 Développement des capacités mentales et apprentissages de base,,15010 RAPPORT,,A0A0B3A3A3
15000,SYNTHESE,synthèse,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,note synthèse,,15011 EXPRESSION ECRITE,,,Document synthétique élaboré à partir d'une masse d'informations variées.,"Pour les formations à la synthèse documentaire, employer INGÉNIERIE DOCUMENTAIRE 46345.",,412 Développement des capacités mentales et apprentissages de base,,15000 SYNTHESE,,A0A0B3A3A4
15012,EXPRESSION ORALE,expression orale,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,technique oratoire,,15034 RELATION INTERPERSONNELLE,15003 EXPRESSION MEDIA$15002 PRISE PAROLE,35050 ENTRETIEN TELEPHONIQUE,,"Employé pour les formations au développement de ses capacités oratoires et de son potentiel vocal dans toutes les situations de la vie quotidienne (entretiens, réunions, présentations en public, etc.).",,413 Développement des capacités comportementales et relationnelles,,15012 EXPRESSION ORALE,,A0A0B3A4
15003,EXPRESSION MEDIA,expression média,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,expression devant caméra$expression radio$media training,,15012 EXPRESSION ORALE,,46306 JOURNALISME AUDIOVISUEL$46245 RADIO TELEVISION$46310 RELATION PRESSE MEDIA,,"Employé pour les formations à la prise de parole devant un média audiovisuel (conférences, séminaires, interviews, débats, etc.).",,413 Développement des capacités comportementales et relationnelles,,15003 EXPRESSION MEDIA,,A0A0B3A4A0
15002,PRISE PAROLE,prise parole,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,prise parole en public,,15012 EXPRESSION ORALE,,,,"Employé pour toutes les formations à la prise de parole en public ou dans une réunion ; pour les formations axées sur la prise de parole devant la caméra ou à la radio, employer EXPRESSION MÉDIA 15003.",,413 Développement des capacités comportementales et relationnelles,,15002 PRISE PAROLE,,A0A0B3A4A1
15005,METHODOLOGIE NEGOCIATION,méthodologie négociation,,,DOM,150 DEVELOPPEMENT PROFESSIONNEL ET PERSONNEL,argumentation$débat contradictoire,,15034 RELATION INTERPERSONNELLE,,34002 NEGOCIATION ACHAT$34582 NEGOCIATION COMMERCIALE$34271 NEGOCIATION INTERNATIONALE,Méthode permettant de déterminer les différentes phases d'une négociation positive.,"Employé pour les formations générales dont le domaine n'est pas précisé ; sinon, employer NÉGOCIATION ACHAT 34002, NÉGOCIATION COMMERCIALE 34582, NÉGOCIATION SOCIALE 33039, etc.",,413 Développement des capacités comportementales et relationnelles,,15005 METHODOLOGIE NEGOCIATION,,A0A0B3A5
